n	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108
0	7.419	0.4530768062650841	2.3674933651216072	-1.222791492819672	-0.9622928748009193	0.7453559924999343	1.7256486612172997	1.6363154933874222	1.5597232224775093	0.7499950200355261	-1.7951493098568465	-0.2773500981126153	-0.09469488137145617	-0.02858309752375137	0.5556623828915219	-0.02858309752375137	0.5556623828915219	-0.5556623828915216	0.02858309752375066	0.9354143466934853	0.11089228054693076	-0.5556623828915216	0.02858309752375066	-1.6395334816537837	-1.8371173070873836	-1.825336273127654	-1.3543364140721754	-0.04690378730663745	1.6682444807572696	-0.2773500981126153	2.291287847477919	0.43981587422535556	1.2076386969237278	0.8772299183551651	1.3395617197217216	0.0302641193280567	-0.4730499167912663	1.654159267207646	1.0482555950082737	3.9636800804988606	0.4959260191659887	-2.88065524517386	-1.662996091879287	-1.0059103126468978	-1.8240682011124274	1.8956763767671985	-1.8240682011124274	1.8956763767671985	-1.8956763767671985	1.8240682011124274	1.308799114752645	-1.8155676535659753	-1.8956763767671985	1.8240682011124274	-4.870523296775029	-2.9068883707497264	-3.444579679898806	-4.445493518901898	0.6676145224447327	0.6572178473267289	-1.662996091879287	-0.8827894254679083	0.8027911854017122	0.8660254037844455	0.8660254037844385	-0.8660254037844369	-0.8660254037844426	1.0	0.8660254037844628	0.866025403784437	-0.8660254037844386	0.8660254037844366	-0.8660254037844396	0.8660254037844399	0.8660254037844427	0.8660254037844354	0.8660254037844427	0.8660254037844354	-0.8660254037844427	-0.8660254037844354	0.8660254037844427	0.8660254037844427	-0.8660254037844427	-0.8660254037844354	-0.8660254037844377	-0.8660254037844383	-0.8660254037844369	-0.8660254037844451	-0.8660254037844392	0.8660254037844384	0.8660254037844446	0.7635609769544748	1.7237355196652049	-1.8004096558655303	0.6931569597439231	-1.770365086909732	1.8327243121692922	-1.9163822031747728	1.8576375772673943	1.1868507207407288	-2.4823831551079785	1.7605860039447017	-2.6490513023586244	1.7671539331345463	0.8660254037844388	0.8660254037844296	0.8660254037844388	-0.8660254037844393	0.8660254037844388
1	7.8348	0.4530768062650841	2.3674933651216072	-1.222791492819672	-0.9622928748009193	0.7453559924999343	1.7256486612172997	1.6363154933874222	1.5597232224775093	0.7499950200355261	-1.7951493098568465	-0.2773500981126153	-0.09469488137145617	-0.02858309752375137	0.5556623828915219	-0.02858309752375137	0.5556623828915219	-0.5556623828915216	0.02858309752375066	0.9354143466934853	0.11089228054693076	-0.5556623828915216	0.02858309752375066	-1.6395334816537837	-1.8371173070873836	-1.825336273127654	-1.3543364140721754	-0.04690378730663745	1.6682444807572696	-0.2773500981126153	2.291287847477919	0.43981587422535556	-1.623455684142886	0.40402738785314507	0.37782510043433243	0.9129675997296994	-1.71480594836834	-0.6725273332488273	-1.2055596968438926	1.2187332464761438	-0.9412509014059975	-0.16023135532964128	-1.662996091879287	-1.0458047726385593	-1.8693464897925232	1.8518094854039906	-1.8693464897925232	1.8518094854039906	-1.8518094854039906	1.8693464897925232	0.6928936489866944	-1.863435727294645	-1.8518094854039906	1.8693464897925232	-0.07983399581660777	-1.3416407864998738	-0.5300836105048511	-0.02740543361176521	-0.9108408151977767	-0.7421313332030312	-1.662996091879287	-1.353610452384126	-1.3627341702098439	0.8660254037844455	0.8660254037844385	-0.8660254037844369	-0.8660254037844426	1.0	0.8660254037844628	0.866025403784437	-0.8660254037844386	0.8660254037844366	-0.8660254037844396	0.8660254037844399	0.8660254037844427	0.8660254037844354	0.8660254037844427	0.8660254037844354	-0.8660254037844427	-0.8660254037844354	0.8660254037844427	0.8660254037844427	-0.8660254037844427	-0.8660254037844354	-0.8660254037844377	-0.8660254037844383	-0.8660254037844369	-0.8660254037844451	-0.8660254037844392	0.8660254037844384	0.8660254037844446	0.7635609769544748	1.7237355196652049	-1.8004096558655303	0.6931569597439231	-1.770365086909732	1.8327243121692922	-1.9163822031747728	1.8576375772673943	1.6180343971204056	-1.499934065718635	1.7064870170784445	-0.9855941115261354	1.6914450473180254	0.8660254037844388	0.8660254037844296	0.8660254037844388	-0.8660254037844393	0.8660254037844388
2	8.04	-0.22653840313253804	-0.11824244826600665	0.23859346201359535	-0.24982603480408563	0.7453559924999343	0.37153047671270867	0.3521758605145256	0.4233485117775009	-1.1391710539001125	-0.27388564004375626	-0.2773500981126153	-0.2419980301714992	-0.22866478019001168	0.3268602252303072	-0.22866478019001168	0.3268602252303072	-0.32686022523030683	0.22866478019001096	0.0	-0.19960610498447492	-0.32686022523030683	0.22866478019001096	-0.5167669444503632	-0.4082482904638629	-0.2920538037004245	-0.40855278999326783	-0.9714021213243238	0.17560468218497574	-0.2773500981126153	-0.7637626158259742	-0.2553769592276233	-1.623455684142886	0.40402738785314507	0.37782510043433243	0.9129675997296994	-1.71480594836834	-0.6725273332488273	-1.2055596968438926	1.2187332464761438	-0.9412509014059975	-0.16023135532964128	-1.662996091879287	-1.0458047726385593	-1.8693464897925232	1.8518094854039906	-1.8693464897925232	1.8518094854039906	-1.8518094854039906	1.8693464897925232	0.6928936489866944	-1.863435727294645	-1.8518094854039906	1.8693464897925232	-0.07983399581660777	-1.3416407864998738	-0.5300836105048511	-0.02740543361176521	-0.9108408151977767	-0.7421313332030312	-1.662996091879287	-1.353610452384126	-1.3627341702098439	0.8660254037844455	0.8660254037844385	-0.8660254037844369	-0.8660254037844426	1.0	0.8660254037844628	0.866025403784437	-0.8660254037844386	0.8660254037844366	-0.8660254037844396	0.8660254037844399	0.8660254037844427	0.8660254037844354	0.8660254037844427	0.8660254037844354	-0.8660254037844427	-0.8660254037844354	0.8660254037844427	0.8660254037844427	-0.8660254037844427	-0.8660254037844354	-0.8660254037844377	-0.8660254037844383	-0.8660254037844369	-0.8660254037844451	-0.8660254037844392	0.8660254037844384	0.8660254037844446	0.7450849682514687	0.4855299800399705	-0.287463154978813	0.9199662487419346	-0.4244186499743861	0.30306021149507695	-0.29933304361983293	0.2819179563823271	1.6180343971204056	-1.499934065718635	1.7064870170784445	-0.9855941115261354	1.6914450473180254	0.8660254037844388	0.8660254037844296	0.8660254037844388	-0.8660254037844393	0.8660254037844388
3	8.0138	3.398076046988117	-0.7370320018114339	-2.788561087283887	-2.290071985704111	0.7453559924999343	0.2908882026975476	0.7009545262330901	-2.4490199059067757	0.3529963523244163	2.3270543186437957	3.6055512754639887	3.5878838386296197	3.572887190468934	-3.562776455010343	3.572887190468934	-3.562776455010343	3.562776455010344	-3.572887190468935	2.806243040080456	3.5263745213923934	3.562776455010344	-3.572887190468935	0.6177358283335812	1.0206207261596578	-0.3772361631130484	2.879171236566745	-0.45299184056674263	1.3170351163873182	3.6055512754639887	0.0	3.419213731880976	-1.623455684142886	0.40402738785314507	0.37782510043433243	0.9129675997296994	-1.71480594836834	-0.6725273332488273	-1.2055596968438926	1.2187332464761438	-0.9412509014059975	-0.16023135532964128	-1.662996091879287	-1.0458047726385593	-1.8693464897925232	1.8518094854039906	-1.8693464897925232	1.8518094854039906	-1.8518094854039906	1.8693464897925232	0.6928936489866944	-1.863435727294645	-1.8518094854039906	1.8693464897925232	-0.07983399581660777	-1.3416407864998738	-0.5300836105048511	-0.02740543361176521	-0.9108408151977767	-0.7421313332030312	-1.662996091879287	-1.353610452384126	-1.3627341702098439	0.8660254037844455	0.8660254037844385	-0.8660254037844369	-0.8660254037844426	1.0	0.8660254037844628	0.866025403784437	-0.8660254037844386	0.8660254037844366	-0.8660254037844396	0.8660254037844399	0.8660254037844427	0.8660254037844354	0.8660254037844427	0.8660254037844354	-0.8660254037844427	-0.8660254037844354	0.8660254037844427	0.8660254037844427	-0.8660254037844427	-0.8660254037844354	-0.8660254037844377	-0.8660254037844383	-0.8660254037844369	-0.8660254037844451	-0.8660254037844392	0.8660254037844384	0.8660254037844446	0.7501031434547544	0.4117480636119057	1.2254833459079053	-1.2509226602390322	1.643742948243341	0.28295195101673243	1.773222921443544	0.3062364819730573	1.6180343971204056	-1.499934065718635	1.7064870170784445	-0.9855941115261354	1.6914450473180254	0.8660254037844388	0.8660254037844296	0.8660254037844388	-0.8660254037844393	0.8660254037844388
4	7.8444	0.4530768062650841	2.3674933651216072	-1.222791492819672	-0.9622928748009193	0.7453559924999343	1.7256486612172997	1.6363154933874222	1.5597232224775093	0.7499950200355261	-1.7951493098568465	-0.2773500981126153	-0.09469488137145617	-0.02858309752375137	0.5556623828915219	-0.02858309752375137	0.5556623828915219	-0.5556623828915216	0.02858309752375066	0.9354143466934853	0.11089228054693076	-0.5556623828915216	0.02858309752375066	-1.6395334816537837	-1.8371173070873836	-1.825336273127654	-1.3543364140721754	-0.04690378730663745	1.6682444807572696	-0.2773500981126153	2.291287847477919	0.43981587422535556	1.2961103963320593	-0.1982303782403349	-1.144924546770701	-1.1349044748021124	1.1826247919781647	-0.37467691500857464	0.23069514600307608	-0.5177397963820781	1.3129846988116702	-0.4701536889702001	0.30054146238782287	1.1882849868944938	0.43984623289235847	-0.4292688654828201	0.43984623289235847	-0.4292688654828201	0.4292688654828201	-0.43984623289235847	-0.6928936489866944	0.4342318116815043	0.4292688654828201	-0.43984623289235847	-0.11336711584941735	0.22360679774997885	-0.2602228633387439	-0.07391162398323932	1.1560465691329416	1.1134320002267135	0.30054146238782287	1.7067262225712925	1.1492752422995616	0.8660254037844455	0.8660254037844385	-0.8660254037844369	-0.8660254037844426	1.0	0.8660254037844628	0.866025403784437	-0.8660254037844386	0.8660254037844366	-0.8660254037844396	0.8660254037844399	0.8660254037844427	0.8660254037844354	0.8660254037844427	0.8660254037844354	-0.8660254037844427	-0.8660254037844354	0.8660254037844427	0.8660254037844427	-0.8660254037844427	-0.8660254037844354	-0.8660254037844377	-0.8660254037844383	-0.8660254037844369	-0.8660254037844451	-0.8660254037844392	0.8660254037844384	0.8660254037844446	0.7635609769544748	1.7237355196652049	-1.8004096558655303	0.6931569597439231	-1.770365086909732	1.8327243121692922	-1.9163822031747728	1.8576375772673943	-0.057276092528694755	0.39390647451931216	-0.8414576578290739	1.5933629001602048	-0.8275419538823034	0.8660254037844388	0.8660254037844296	0.8660254037844388	-0.8660254037844393	0.8660254037844388
5	7.824	0.4530768062650841	2.3674933651216072	-1.222791492819672	-0.9622928748009193	0.7453559924999343	1.7256486612172997	1.6363154933874222	1.5597232224775093	0.7499950200355261	-1.7951493098568465	-0.2773500981126153	-0.09469488137145617	-0.02858309752375137	0.5556623828915219	-0.02858309752375137	0.5556623828915219	-0.5556623828915216	0.02858309752375066	0.9354143466934853	0.11089228054693076	-0.5556623828915216	0.02858309752375066	-1.6395334816537837	-1.8371173070873836	-1.825336273127654	-1.3543364140721754	-0.04690378730663745	1.6682444807572696	-0.2773500981126153	2.291287847477919	0.43981587422535556	-0.47332359183457473	-0.026156730785054913	1.018982846625925	0.754080973257404	-0.05913123959890806	1.7548816308637705	0.871485768196339	-0.2858756997907004	-1.0795974905890313	0.8925180689150568	1.142057557073727	-0.8463324726802511	0.84735083101322	-0.8240708877516912	0.84735083101322	-0.8240708877516912	0.8240708877516912	-0.84735083101322	1.1548227483111573	0.8650444752395323	0.8240708877516912	-0.84735083101322	0.22196408447867236	0.22360679774997885	-0.3141950127719653	-0.7249982891838912	-1.1417779531118233	-1.2444055688477256	1.142057557073727	-0.1765578850935802	-0.7130765635263764	0.8660254037844455	0.8660254037844385	-0.8660254037844369	-0.8660254037844426	1.0	0.8660254037844628	0.866025403784437	-0.8660254037844386	0.8660254037844366	-0.8660254037844396	0.8660254037844399	0.8660254037844427	0.8660254037844354	0.8660254037844427	0.8660254037844354	-0.8660254037844427	-0.8660254037844354	0.8660254037844427	0.8660254037844427	-0.8660254037844427	-0.8660254037844354	-0.8660254037844377	-0.8660254037844383	-0.8660254037844369	-0.8660254037844451	-0.8660254037844392	0.8660254037844384	0.8660254037844446	0.7635609769544748	1.7237355196652049	-1.8004096558655303	0.6931569597439231	-1.770365086909732	1.8327243121692922	-1.9163822031747728	1.8576375772673943	0.21200066979537227	-0.2765068977998307	-0.056404914179112434	-0.5487870074586121	-0.07673240975297248	0.8660254037844388	0.8660254037844296	0.8660254037844388	-0.8660254037844393	0.8660254037844388
6	8.1315	-0.22653840313253804	-0.11824244826600665	0.23859346201359535	-0.24982603480408563	0.7453559924999343	0.37153047671270867	0.3521758605145256	0.4233485117775009	-1.1391710539001125	-0.27388564004375626	-0.2773500981126153	-0.2419980301714992	-0.22866478019001168	0.3268602252303072	-0.22866478019001168	0.3268602252303072	-0.32686022523030683	0.22866478019001096	0.0	-0.19960610498447492	-0.32686022523030683	0.22866478019001096	-0.5167669444503632	-0.4082482904638629	-0.2920538037004245	-0.40855278999326783	-0.9714021213243238	0.17560468218497574	-0.2773500981126153	-0.7637626158259742	-0.2553769592276233	0.14597830402374812	-1.1895896796420666	-0.8243456736749043	-0.923055639505718	-0.4730499167912663	-0.9646221878515892	-0.7783659487150506	-0.511567041730727	0.14110770808479606	-0.23894184522135428	-0.2604692674027799	0.9489182269445239	0.16817650081178415	-0.16606751730357272	0.16817650081178415	-0.16606751730357272	0.16606751730357272	-0.16817650081178415	-1.308799114752645	0.14702336930948565	0.16606751730357272	-0.16817650081178415	0.7448534138038303	0.22360679774997885	0.6573036770260194	0.8562121834462634	0.23229801747675466	0.565097681837309	-0.2604692674027799	-0.4119683985516906	0.5429281427283262	0.8660254037844455	0.8660254037844385	-0.8660254037844369	-0.8660254037844426	1.0	0.8660254037844628	0.866025403784437	-0.8660254037844386	0.8660254037844366	-0.8660254037844396	0.8660254037844399	0.8660254037844427	0.8660254037844354	0.8660254037844427	0.8660254037844354	-0.8660254037844427	-0.8660254037844354	0.8660254037844427	0.8660254037844427	-0.8660254037844427	-0.8660254037844354	-0.8660254037844377	-0.8660254037844383	-0.8660254037844369	-0.8660254037844451	-0.8660254037844392	0.8660254037844384	0.8660254037844446	0.7450849682514687	0.4855299800399705	-0.287463154978813	0.9199662487419346	-0.4244186499743861	0.30306021149507695	-0.29933304361983293	0.2819179563823271	-0.01466900988248162	1.0426936090217083	0.19641964455074867	0.0017096168456648124	0.2267280889384854	0.8660254037844388	0.8660254037844296	0.8660254037844388	-0.8660254037844393	0.8660254037844388
7	8.31	-0.5889998481446037	-0.6577000077671484	0.7605166601683345	1.1427227888260914	-1.3416407864998694	-1.1942736770816844	-1.2173281352190146	-0.6421035219426487	0.9964079862010461	0.5813116282664866	-0.2773500981126153	-0.38930117897154226	-0.428746462856272	0.09805806756909248	-0.428746462856272	0.09805806756909248	-0.09805806756909209	0.42874646285627127	-0.9354143466934853	-0.5101044905158806	-0.09805806756909209	0.42874646285627127	1.15238656033521	1.0206207261596578	1.1560463063141828	0.4561636663074486	1.2750424286251945	-1.1414304342023425	-0.2773500981126153	0.0	-0.5533167449931846	0.14597830402374812	-1.1895896796420666	-0.8243456736749043	-0.923055639505718	-0.4730499167912663	-0.9646221878515892	-0.7783659487150506	-0.511567041730727	0.14110770808479606	-0.23894184522135428	-0.2604692674027799	0.9489182269445239	0.16817650081178415	-0.16606751730357272	0.16817650081178415	-0.16606751730357272	0.16606751730357272	-0.16817650081178415	-1.308799114752645	0.14702336930948565	0.16606751730357272	-0.16817650081178415	0.7448534138038303	0.22360679774997885	0.6573036770260194	0.8562121834462634	0.23229801747675466	0.565097681837309	-0.2604692674027799	-0.4119683985516906	0.5429281427283262	0.8660254037844455	0.8660254037844385	-0.8660254037844369	-0.8660254037844426	1.0	0.8660254037844628	0.866025403784437	-0.8660254037844386	0.8660254037844366	-0.8660254037844396	0.8660254037844399	0.8660254037844427	0.8660254037844354	0.8660254037844427	0.8660254037844354	-0.8660254037844427	-0.8660254037844354	0.8660254037844427	0.8660254037844427	-0.8660254037844427	-0.8660254037844354	-0.8660254037844377	-0.8660254037844383	-0.8660254037844369	-0.8660254037844451	-0.8660254037844392	0.8660254037844384	0.8660254037844446	-1.3303866760528675	-0.9462165489773231	1.2254833459079053	-1.1310377503400832	0.8886998250844882	-1.153352368865159	0.7711079493249894	-1.1426038749603724	-0.01466900988248162	1.0426936090217083	0.19641964455074867	0.0017096168456648124	0.2267280889384854	0.8660254037844388	0.8660254037844296	0.8660254037844388	-0.8660254037844393	0.8660254037844388
8	8.139	3.398076046988117	-0.7370320018114339	-2.788561087283887	-2.290071985704111	0.7453559924999343	0.2908882026975476	0.7009545262330901	-2.4490199059067757	0.3529963523244163	2.3270543186437957	3.6055512754639887	3.5878838386296197	3.572887190468934	-3.562776455010343	3.572887190468934	-3.562776455010343	3.562776455010344	-3.572887190468935	2.806243040080456	3.5263745213923934	3.562776455010344	-3.572887190468935	0.6177358283335812	1.0206207261596578	-0.3772361631130484	2.879171236566745	-0.45299184056674263	1.3170351163873182	3.6055512754639887	0.0	3.419213731880976	0.14597830402374812	-1.1895896796420666	-0.8243456736749043	-0.923055639505718	-0.4730499167912663	-0.9646221878515892	-0.7783659487150506	-0.511567041730727	0.14110770808479606	-0.23894184522135428	-0.2604692674027799	0.9489182269445239	0.16817650081178415	-0.16606751730357272	0.16817650081178415	-0.16606751730357272	0.16606751730357272	-0.16817650081178415	-1.308799114752645	0.14702336930948565	0.16606751730357272	-0.16817650081178415	0.7448534138038303	0.22360679774997885	0.6573036770260194	0.8562121834462634	0.23229801747675466	0.565097681837309	-0.2604692674027799	-0.4119683985516906	0.5429281427283262	0.8660254037844455	0.8660254037844385	-0.8660254037844369	-0.8660254037844426	1.0	0.8660254037844628	0.866025403784437	-0.8660254037844386	0.8660254037844366	-0.8660254037844396	0.8660254037844399	0.8660254037844427	0.8660254037844354	0.8660254037844427	0.8660254037844354	-0.8660254037844427	-0.8660254037844354	0.8660254037844427	0.8660254037844427	-0.8660254037844427	-0.8660254037844354	-0.8660254037844377	-0.8660254037844383	-0.8660254037844369	-0.8660254037844451	-0.8660254037844392	0.8660254037844384	0.8660254037844446	0.7501031434547544	0.4117480636119057	1.2254833459079053	-1.2509226602390322	1.643742948243341	0.28295195101673243	1.773222921443544	0.3062364819730573	-0.01466900988248162	1.0426936090217083	0.19641964455074867	0.0017096168456648124	0.2267280889384854	0.8660254037844388	0.8660254037844296	0.8660254037844388	-0.8660254037844393	0.8660254037844388
9	8.108	-0.22653840313253804	-0.11824244826600665	0.23859346201359535	-0.24982603480408563	0.7453559924999343	0.37153047671270867	0.3521758605145256	0.4233485117775009	-1.1391710539001125	-0.27388564004375626	-0.2773500981126153	-0.2419980301714992	-0.22866478019001168	0.3268602252303072	-0.22866478019001168	0.3268602252303072	-0.32686022523030683	0.22866478019001096	0.0	-0.19960610498447492	-0.32686022523030683	0.22866478019001096	-0.5167669444503632	-0.4082482904638629	-0.2920538037004245	-0.40855278999326783	-0.9714021213243238	0.17560468218497574	-0.2773500981126153	-0.7637626158259742	-0.2553769592276233	0.9953066183437317	-0.4111715169662439	-1.0647798284967518	-1.0995963355860467	0.7687061147858075	-0.3617268968242161	-0.3953646572891923	-0.6238340169521761	1.244625207685936	-0.8095914282158561	0.020036097492521457	1.0686016069195088	0.3040113668520713	-0.2976681913931964	0.3040113668520713	-0.2976681913931964	0.2976681913931964	-0.3040113668520713	-1.1548227483111573	0.29062759049549497	0.2976681913931964	-0.3040113668520713	0.05145669448134018	0.22360679774997885	0.11758218269380621	0.3446440893600359	1.271515138089965	1.2011654911690182	0.020036097492521457	0.5296736552807468	1.2358962565240237	0.8660254037844455	0.8660254037844385	-0.8660254037844369	-0.8660254037844426	1.0	0.8660254037844628	0.866025403784437	-0.8660254037844386	0.8660254037844366	-0.8660254037844396	0.8660254037844399	0.8660254037844427	0.8660254037844354	0.8660254037844427	0.8660254037844354	-0.8660254037844427	-0.8660254037844354	0.8660254037844427	0.8660254037844427	-0.8660254037844427	-0.8660254037844354	-0.8660254037844377	-0.8660254037844383	-0.8660254037844369	-0.8660254037844451	-0.8660254037844392	0.8660254037844384	0.8660254037844446	0.7450849682514687	0.4855299800399705	-0.287463154978813	0.9199662487419346	-0.4244186499743861	0.30306021149507695	-0.29933304361983293	0.2819179563823271	-0.8173864469371371	0.9870832832072173	-0.6591675933884253	0.8334382122619096	-0.61987819396576	0.8660254037844388	0.8660254037844296	0.8660254037844388	-0.8660254037844393	0.8660254037844388
